Copyright Notice
Copyright C2002 Mount Sinai Hospital, Toronto, Canada. All Rights Reserved.

Disclaimer
Permission to use, copy, and modify this document for educational, research, and not-for-profit purposes, without fee and without a signed licensing agreement, is hereby granted, provided that the above copyright notice, this paragraph and the following paragraphs appear in all copies, modifications, and distributions.

Contact Terry Donaghue, Technology Transfer & Industrial Liaison, Mount Sinai Hospital, & The Samuel Lunenfeld Research Institute, 600 University Avenue, Toronto, ON Canada M5G 1X5, Tel. (416) 586-8225, Fax (416) 586-3110, E-mail: donaghue@mshri.on.ca, for commercial licensing opportunities. 

IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite:

Breitkreutz, BJ., Stark, C., Tyers M. "The GRID: the General Repository for Interaction Datasets." Genome Biology 2003 4(3):R23

------------------------------------------------------------------------------------------------------------------------------

Brief description of the columns:

A.) INTERACTOR_A			(Unique ID for geneA)
B.) INTERACTOR_B			(Unique ID for geneB)
C.) ALIASES_FOR_A			(List of common names for geneA, separated by ';')
D.) ALIASES_FOR_B			(List of common names for geneB, separated by ';')
E.) EXPERIMENTAL_SYSTEM			(System in which the interaction was shown)
F.) SOURCE			(Author/s of the interaction)
G.) DIRECTION			(Direction is shown by default as going from GeneA to GeneB, if however the same source also demonstrates this interaction in the opposite direction then the "AB" will be replaced with a "BOTH")
H.) PUBMED_ID			(PubMed_ID of the paper)

------------------------------------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	DIRECTION	PUBMED_ID
YNL061W	YOR206W	;NOP2;YNA1;	;NOC2;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YPL009C	;NOP2;YNA1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YGL111W	;NOP2;YNA1;	;NSA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YMR319C	;NOP2;YNA1;	;FET4;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YPL211W	;NOP2;YNA1;	;NIP7;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YGR103W	;NOP2;YNA1;	;NOP7;YPH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YDL014W	;NOP2;YNA1;	;NOP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YLR197W	;NOP2;YNA1;	;SIK1;NOP56;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YER006W	;NOP2;YNA1;	;NUG1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YML123C	;NOP2;YNA1;	;PHO84;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YOL077C	;NOP2;YNA1;	;BRX1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YHR089C	;NOP2;YNA1;	;GAR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL061W	YDR087C	;NOP2;YNA1;	;RRP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YPR016C	;NOP6;	;TIF6;CDC95;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YDL060W	;NOP6;	;TSR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YGR162W	;NOP6;	;TIF4631;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YNL132W	;NOP6;	;KRE33;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YCL059C	;NOP6;	;KRR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YLL008W	;NOP6;	;DRS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YKR081C	;NOP6;	;RPF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YJR041C	;NOP6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YMR049C	;NOP6;	;ERB1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR267C	YOL111C	NONE	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YCR092C	YNR058W	;MSH3;	;BIO3;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YDR155C	;TEM1;	;CPR1;CPH1;CYP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YBL045C	;TEM1;	;COR1;QCR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YMR226C	;TEM1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YBR252W	;TEM1;	;DUT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YJL138C	;TEM1;	;TIF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YML078W	;TEM1;	;CPR3;CYP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YLL050C	;TEM1;	;COF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YGR240C	;TEM1;	;PFK1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YKL081W	;TEM1;	;TEF4;EFC1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YIL125W	;TEM1;	;KGD1;OGD1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YGL245W	;TEM1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YGR066C	;TEM1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YGR155W	;TEM1;	;CYS4;NHS5;STR4;VMA41;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR335W	YOL051W	;MSN5;KAP142;STE21;	;GAL11;RAR3;SDS4;SPT13;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR186C	YKL119C	;KOG1;	;VPH2;CLS10;VMA12;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR022W	YLR109W	;QRI8;UBC7;	;AHP1;cTPxIII;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR022W	YLL039C	;QRI8;UBC7;	;UBI4;SCD2;UB14;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YDR188W	NONE	;CCT6;HTR3;TCP20;TCP6;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YKL056C	;UBC6;DOA2;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YKL210W	;UBC6;DOA2;	;UBA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YFL038C	;UBC6;DOA2;	;YPT1;YP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YEL055C	;UBC6;DOA2;	;POL5;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YBL004W	;UBC6;DOA2;	;UTP20;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YDR190C	;UBC6;DOA2;	;RVB1;TIH1;TIP49A;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YPL078C	;UBC6;DOA2;	;ATP4;LPF7;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YGL195W	;UBC6;DOA2;	;GCN1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YKL205W	;UBC6;DOA2;	;LOS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER100W	YDR170C	;UBC6;DOA2;	;SEC7;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YBL039C	;SWM1;	;URA7;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YEL060C	;SWM1;	;PRB1;CVT1;yscB;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YOR303W	;SWM1;	;CPA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YCL028W	;SWM1;	;RNQ1;[PIN + ];	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YDL029W	;SWM1;	;ARP2;ACT2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YDR127W	;SWM1;	;ARO1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YML072C	;SWM1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDR260C	YDR243C	;SWM1;	;PRP28;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YER114C	;BMH1;APR6;	;BOI2;BEB1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YDR017C	;BMH1;APR6;	;KCS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YDR028C	;BMH1;APR6;	;REG1;HEX2;PZF240;SPP43;SRN1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YBL034C	;BMH1;APR6;	;STU1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YFR017C	;BMH1;APR6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YDR001C	;BMH1;APR6;	;NTH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YIL028W	;BMH1;APR6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YPR030W	;BMH1;APR6;	;CSR2;MRG19;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YLR258W	;BMH1;APR6;	;GSY2;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YDR006C	;BMH1;APR6;	;SOK1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YPL032C	;BMH1;APR6;	;SVL3;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YDR216W	;BMH1;APR6;	;ADR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YDL117W	;BMH1;APR6;	;CYK3;	Affinity Precipitation	Ho et al	AB	;11805837;
YER177W	YIL159W	;BMH1;APR6;	;BNR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YGL035C	YOL041C	;MIG1;CAT4;SSN1;TDS22;	;NOP12;	Affinity Precipitation	Ho et al	AB	;11805837;
YGL035C	YDR194C	;MIG1;CAT4;SSN1;TDS22;	;MSS116;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL143C	YOR027W	;SSL2;LOM3;RAD25;	;STI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL143C	YNL085W	;SSL2;LOM3;RAD25;	;MKT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL138C	YJL107C	;TIF2;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YPR018W	YLR347C	;RLF2;CAC1;	;KAP95;RSL1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR077C	YNL118C	;PAT1;MRT1;	;DCP2;PSU1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR077C	YJL124C	;PAT1;MRT1;	;LSM1;SPB8;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR077C	YGL121C	;PAT1;MRT1;	;GPG1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR077C	YDL160C	;PAT1;MRT1;	;DHH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR077C	YNL147W	;PAT1;MRT1;	;LSM7;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR077C	YDL065C	;PAT1;MRT1;	;PEX19;PAS12;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YOR323C	NONE	;PRO2;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YPL022W	NONE	;RAD1;LPB9;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YJL138C	NONE	;TIF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YIL125W	NONE	;KGD1;OGD1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YKL054C	NONE	;DEF1;VID31;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YKL085W	NONE	;MDH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YGL062W	NONE	;PYC1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YOR317W	NONE	;FAA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YPL110C	NONE	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YNL014W	NONE	;HEF3;YEF3B;ZRG7;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YBR126C	NONE	;TPS1;BYP1;CIF1;FDP1;GGS1;GLC6;TSS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YCR079W	YPL160W	NONE	;CDC60;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL005W	YNL138W	;CYR1;CDC35;HSR1;SRA4;TSM0185;	;SRV2;CAP;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL005W	YOL139C	;CYR1;CDC35;HSR1;SRA4;TSM0185;	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL005W	YJL026W	;CYR1;CDC35;HSR1;SRA4;TSM0185;	;RNR2;CRT6;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YMR319C	;GCN5;ADA4;SWI9;	;FET4;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YCL010C	;GCN5;ADA4;SWI9;	;SGF29;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YBR081C	;GCN5;ADA4;SWI9;	;SPT7;GIT2;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YPL254W	;GCN5;ADA4;SWI9;	;HFI1;ADA1;SUP110;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YGL112C	;GCN5;ADA4;SWI9;	;TAF6;TAF60;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YDR448W	;GCN5;ADA4;SWI9;	;ADA2;SWI8;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YHR099W	;GCN5;ADA4;SWI9;	;TRA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR252W	YMR223W	;GCN5;ADA4;SWI9;	;UBP8;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR510W	YDR155C	;SMT3;	;CPR1;CPH1;CYP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YLL011W	YJL014W	;SOF1;	;CCT3;BIN2;TCP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YLL011W	YDR212W	;SOF1;	;TCP1;CCT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YLL011W	YIL142W	;SOF1;	;CCT2;BIN3;TCP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YLL011W	YDR188W	;SOF1;	;CCT6;HTR3;TCP20;TCP6;	Affinity Precipitation	Ho et al	AB	;11805837;
YLL011W	YJR064W	;SOF1;	;CCT5;TCP5;	Affinity Precipitation	Ho et al	AB	;11805837;
YKL103C	YCL029C	;LAP4;APE1;API;YSC1;	;BIK1;ARM5;PAC14;	Affinity Precipitation	Ho et al	AB	;11805837;
YKL103C	YDR155C	;LAP4;APE1;API;YSC1;	;CPR1;CPH1;CYP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YKL103C	YDR224C	;LAP4;APE1;API;YSC1;	;HTB1;SPT12;	Affinity Precipitation	Ho et al	AB	;11805837;
YKL103C	YBR010W	;LAP4;APE1;API;YSC1;	;HHT1;BUR5;SIN2;	Affinity Precipitation	Ho et al	AB	;11805837;
YKL103C	YOR332W	;LAP4;APE1;API;YSC1;	;VMA4;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR477W	YER027C	;SNF1;CAT1;CCR1;GLC2;HAF3;PAS14;	;GAL83;SPM1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR477W	YML006C	;SNF1;CAT1;CCR1;GLC2;HAF3;PAS14;	;GIS4;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR477W	YDL192W	;SNF1;CAT1;CCR1;GLC2;HAF3;PAS14;	;ARF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR477W	YEL060C	;SNF1;CAT1;CCR1;GLC2;HAF3;PAS14;	;PRB1;CVT1;yscB;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR477W	YLL039C	;SNF1;CAT1;CCR1;GLC2;HAF3;PAS14;	;UBI4;SCD2;UB14;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YJL005W	;DBF2;	;CYR1;CDC35;HSR1;SRA4;TSM0185;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YDR394W	;DBF2;	;RPT3;YNT1;YTA2;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YIL106W	;DBF2;	;MOB1;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YDL147W	;DBF2;	;RPN5;NAS5;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YOR317W	;DBF2;	;FAA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YDL185W	;DBF2;	;TFP1;CLS8;VMA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YBR126C	;DBF2;	;TPS1;BYP1;CIF1;FDP1;GGS1;GLC6;TSS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YJR072C	;DBF2;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YGL137W	;DBF2;	;SEC27;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YPR160W	;DBF2;	;GPH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YGR092W	YOR117W	;DBF2;	;RPT5;YTA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER066C-A	YOR027W	NONE	;STI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER066C-A	YDL065C	NONE	;PEX19;PAS12;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL133W	YOR261C	;HRT1;RBX1;ROC1;HRT2;	;RPN8;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL133W	YJL047C	;HRT1;RBX1;ROC1;HRT2;	;RTT101;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL133W	YGL137W	;HRT1;RBX1;ROC1;HRT2;	;SEC27;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL133W	YLR289W	;HRT1;RBX1;ROC1;HRT2;	;GUF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL133W	YLL034C	;HRT1;RBX1;ROC1;HRT2;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YOL133W	YNL037C	;HRT1;RBX1;ROC1;HRT2;	;IDH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML016C	YOR308C	;PPZ1;	;SNU66;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR022W	YIL033C	;QRI8;UBC7;	;BCY1;SRA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR026W	YLR258W	;BUB3;	;GSY2;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR026W	Q0092	;BUB3;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDL179W	YBL045C	;PCL9;	;COR1;QCR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YDL208W	;MUS81;SLX3;	;NHP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YGR234W	;MUS81;SLX3;	;YHB1;YHB4;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YNL061W	;MUS81;SLX3;	;NOP2;YNA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YHR143W-A	;MUS81;SLX3;	;RPC10;RPB12;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YLL039C	;MUS81;SLX3;	;UBI4;SCD2;UB14;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YDR381W	;MUS81;SLX3;	;YRA1;SHE11;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YFR001W	;MUS81;SLX3;	;LOC1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YOL041C	;MUS81;SLX3;	;NOP12;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YLR196W	;MUS81;SLX3;	;PWP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YPL153C	;MUS81;SLX3;	;RAD53;LSD1;MEC2;SPK1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YMR049C	;MUS81;SLX3;	;ERB1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YNL308C	;MUS81;SLX3;	;KRI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YMR001C	;MUS81;SLX3;	;CDC5;MSD2;PKX2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YBR009C	;MUS81;SLX3;	;HHF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YPR181C	;MUS81;SLX3;	;SEC23;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YGR090W	;MUS81;SLX3;	;UTP22;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YBR098W	;MUS81;SLX3;	;MMS4;SLX2;YBR100W;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YGR264C	;MUS81;SLX3;	;MES1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YJR144W	;MUS81;SLX3;	;MGM101;MGM9;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YKR081C	;MUS81;SLX3;	;RPF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YPL129W	;MUS81;SLX3;	;TAF14;ANC1;SWP29;TAF30;TFG3;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YML074C	;MUS81;SLX3;	;FPR3;NPI46;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YER006W	;MUS81;SLX3;	;NUG1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YER078C	;MUS81;SLX3;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YOL139C	;MUS81;SLX3;	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YNL085W	;MUS81;SLX3;	;MKT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YKL022C	;MUS81;SLX3;	;CDC16;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YPL127C	;MUS81;SLX3;	;HHO1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YNL132W	;MUS81;SLX3;	;KRE33;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YMR226C	;MUS81;SLX3;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDR386W	YMR303C	;MUS81;SLX3;	;ADH2;ADR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YCR033W	;SIF2;EMB1;	;SNT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YML109W	;SIF2;EMB1;	;ZDS2;CES4;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YMR155W	;SIF2;EMB1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YGR296W	;SIF2;EMB1;	;YRF1-3;YRF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YDL112W	;SIF2;EMB1;	;TRM3;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YEL064C	;SIF2;EMB1;	;AVT2;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YDL185W	;SIF2;EMB1;	;TFP1;CLS8;VMA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR103W	YLR409C	;SIF2;EMB1;	;UTP21;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YNL061W	;CIC1;NSA3;	;NOP2;YNA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YKL172W	;CIC1;NSA3;	;EBP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YDR194C	;CIC1;NSA3;	;MSS116;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YOR206W	;CIC1;NSA3;	;NOC2;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YBR142W	;CIC1;NSA3;	;MAK5;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YOR310C	;CIC1;NSA3;	;NOP58;NOP5;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YER043C	;IST3;SNU17;	;SAH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YDR155C	;IST3;SNU17;	;CPR1;CPH1;CYP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YGL174W	;IST3;SNU17;	;BUD13;CWC26;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YMR105C	;IST3;SNU17;	;PGM2;GAL5;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YHR019C	;IST3;SNU17;	;DED81;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YDR341C	;IST3;SNU17;	;RRS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YHR064C	;IST3;SNU17;	;SSZ1;PDR13;	Affinity Precipitation	Ho et al	AB	;11805837;
YIR005W	YLR438W	;IST3;SNU17;	;CAR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YBR126C	;VHS1;	;TPS1;BYP1;CIF1;FDP1;GGS1;GLC6;TSS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YDR071C	;VHS1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YBR125C	;VHS1;	;PTC4;GCT1;	Affinity Precipitation	Ho et al	BOTH	;11805837;
YDR247W	YNL210W	;VHS1;	;MER1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YBL066C	;VHS1;	;SEF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YBL061C	;VHS1;	;SKT5;CAL2;CHS4;CSD4;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YGL207W	;VHS1;	;SPT16;CDC68;SSF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YDR150W	;VHS1;	;NUM1;PAC12;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR247W	YDR416W	;VHS1;	;SYF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YBL022C	;SNP1;	;PIM1;LON1;Lon;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YHR165C	;SNP1;	;PRP8;DBF3;DNA39;RNA8;SLT21;USA2;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YJL098W	;SNP1;	;SAP185;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YKR028W	;SNP1;	;SAP190;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YMR290C	;SNP1;	;HAS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YBR247C	;SNP1;	;ENP1;MEG1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YLR386W	;SNP1;	;VAC14;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YIL070C	;SNP1;	;MAM33;	Affinity Precipitation	Ho et al	AB	;11805837;
